premise;hypothesis;label
ལས་མི་ཚོ་འཛིན་བཟུང་བྱས་མེད་ཀྱང་། སྟེང་གི་ཐོག་གི་སྡོད་སྡོད་མང་ཤོས་དང་མི་འདྲ་བར་དེ་དག་ལ་རླུང་གིས་བརྡུང་རྗེས་འཕྲལ་དུ་མར་བབས་མ་དགོས་པར་ཐག་གཅོད་བྱས་ཡོད། ;ཐོག་སྟེང་གི་མི་ཚང་མ་གློ་བུར་དུ་མར་བབས་པ་རེད། ;2
ལས་མི་ཚོ་འཛིན་བཟུང་བྱས་མེད་ཀྱང་། སྟེང་གི་ཐོག་གི་སྡོད་སྡོད་མང་ཤོས་དང་མི་འདྲ་བར་དེ་དག་ལ་རླུང་གིས་བརྡུང་རྗེས་འཕྲལ་དུ་མར་བབས་མ་དགོས་པར་ཐག་གཅོད་བྱས་ཡོད། ;སྟེང་གི་ལས་བྱེད་འགའ་ཤས་ས་ཡོམ་བརྒྱབ་རྗེས་མར་མ་བབས་པར་བསྡད་ཡོད། ;0
ལས་མི་ཚོ་འཛིན་བཟུང་བྱས་མེད་ཀྱང་། སྟེང་གི་ཐོག་གི་སྡོད་སྡོད་མང་ཤོས་དང་མི་འདྲ་བར་དེ་དག་ལ་རླུང་གིས་བརྡུང་རྗེས་འཕྲལ་དུ་མར་བབས་མ་དགོས་པར་ཐག་གཅོད་བྱས་ཡོད། ;ལས་བྱེད་འགའ་ཤས་ཀྱིས་གནས་སྟངས་དེ་ཇེ་ཆེར་འགྲོ་མི་སྲིད་པར་བསམ་བྱུང་། ;1
ཧེ་ཇེ་ཨ་རིའི་རྒྱལ་ས་ཨ་རིར་ཕྱིར་ལོག་སྐབས། ཁོ་ལ་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ ;ཧེ་ཇེ་ལ་ཨེབ་ཊི་ཨའི་ལས་བྱེད་པས་ཆུ་ཚོད་གསུམ་རིང་འདྲི་རྩད་བྱས་པ། ;1
ཧེ་ཇེ་ཨ་རིའི་རྒྱལ་ས་ཨ་རིར་ཕྱིར་ལོག་སྐབས། ཁོ་ལ་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ ;ཧེ་ཇི་ (Hage) ལ་ FBI གི་ལས་བྱེད་པས་འདྲི་རྩད་བྱས་འདུག ;0
ཧེ་ཇེ་ཨ་རིའི་རྒྱལ་ས་ཨ་རིར་ཕྱིར་ལོག་སྐབས། ཁོ་ལ་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ཆེར་ཕལ་ ;ཧེ་ཇེ་ལ་ཕེན་ཊི་ཨེལ་གྱི་ལས་བྱེད་པས་འདྲི་རྩད་བྱས་མེད། ;2
ཤཱ་ཀུ་ར་ནི་སི་པེན་གྱི་གཞུང་གིས་ཧ་ལ་ལི་ (Farid Hilali) ཟེར་བ་ཡིན་པ་ངོས་འཛིན་བྱས་འདུག ;Shakur ལ་མིང་གཞན་མེད་པས་ཁོ་ནི་གྲགས་ཅན་ཞིག་མིན་པ་རེད། ;2
ཤཱ་ཀུ་ར་ནི་སི་པེན་གྱི་གཞུང་གིས་ཧ་ལ་ལི་ (Farid Hilali) ཟེར་བ་ཡིན་པ་ངོས་འཛིན་བྱས་འདུག ;Shakur ལ་མིང་གཞན་ཞིག་ཡོད་ཀྱང་ ལོ་མང་པོར་མི་སུ་ཞིག་གི་དོ་སྣང་མ་བྱུང་ ;1
ཤཱ་ཀུ་ར་ནི་སི་པེན་གྱི་གཞུང་གིས་ཧ་ལ་ལི་ (Farid Hilali) ཟེར་བ་ཡིན་པ་ངོས་འཛིན་བྱས་འདུག ;ཤཱ་ཀུ་ར་ལ་མིང་གཞན་ཞིག་ཡོད་འདུག ;0
ཚོ་ཁག་གཉིས་དང་དེ་ཚོའི་ལས་དོན་སྐོར་གྱི་དོན་དུ། FDNY interview 22, Battalion 28 (Jan. ;ཚོགས་སྡེ་རེ་རེར་མེ་བསད་པ་ ༢༣ ཡོད་པ་རེད། ;1
ཚོ་ཁག་གཉིས་དང་དེ་ཚོའི་ལས་དོན་སྐོར་གྱི་དོན་དུ། FDNY interview 22, Battalion 28 (Jan. ;མེ་བསད་ལས་ཁུངས་ཀྱི་ལས་དོན་སྐོར་གྱི་འདྲི་རྩད་གང་ཡང་བཀོད་མེད། ;2
ཚོ་ཁག་གཉིས་དང་དེ་ཚོའི་ལས་དོན་སྐོར་གྱི་དོན་དུ། FDNY interview 22, Battalion 28 (Jan. ;སྐབས་དེར་མེ་ལྕེའི་ལས་འགུལ་གྱི་སྡེ་ཚན་མང་པོ་ཞིག་ཀྱང་དེར་ཡོད་པ་རེད། ;0
ཕྱི་ལོ་ ༢༠༠༤ ཟླ་ ༡༢ ཚེས་ ༢༣ ཉིན་ཨ་ལའི་དྷ་ (al Qaeda) གི་འགོ་ཁྲིད་གསུམ་ཆ་གཅིག་བསད་པའམ་འཛིན་བཟུང་བྱས་ཡོད་པ་རེད། ;ཨ་ལའི་ཀ་ཌ་ནི་ཚད་ལྡན་གྱི་ལས་ཚོགས་ཞིག་ཡིན་ཏེ། དེ་དུས་ཡང་འགོ་ཁྲིད་ཉུང་མཐའི་ལག་ལེན་ཐོག་ནས་ལས་ཀ་བྱེད་ཐུབ་ཀྱི་འདུག ;1
ཕྱི་ལོ་ ༢༠༠༤ ཟླ་ ༡༢ ཚེས་ ༢༣ ཉིན་ཨ་ལའི་དྷ་ (al Qaeda) གི་འགོ་ཁྲིད་གསུམ་ཆ་གཅིག་བསད་པའམ་འཛིན་བཟུང་བྱས་ཡོད་པ་རེད། ;སྤྱི་ལོ་ ༢༠༠༤ ལོར་ཨ་རིའི་གཞུང་གིས་ཨ་ལའི་ཀ་དྷ་འགོ་ཁྲིད་གཅིག་ཀྱང་བསད་པའམ་འཛིན་བཟུང་བྱས་མེད། ;2
ཕྱི་ལོ་ ༢༠༠༤ ཟླ་ ༡༢ ཚེས་ ༢༣ ཉིན་ཨ་ལའི་དྷ་ (al Qaeda) གི་འགོ་ཁྲིད་གསུམ་ཆ་གཅིག་བསད་པའམ་འཛིན་བཟུང་བྱས་ཡོད་པ་རེད། ;ཨ་ལ་ཁེ་ཌའི་འགོ་ཁྲིད་མང་ཤོས་ནི་ ༢༠༠༤ ལོར་ཕྱིར་འབུད་བྱས་ཡོད། ;0
འཛམ་གླིང་ཡོངས་ཀྱི་རྒྱུ་དངོས་བཀག་ཉར་གྱི་ཁྲིམས་ལུགས་དེ་ ཚད་ལྡན་མིན་པ་དང་ འཕྲལ་འཕྲལ་བདུན་ཕྲག་གཅིག་གི་ནང་ལ་ ཐབས་ལམ་སླ་པོ་ཡོད་མེད་ཀྱི་སྒོ་ནས་ རྒྱང་ཐག་ནས་འགོག་ཐབས་བྱེད་ཀྱི་འདུག ;སྐབས་ཤིག་ལ་མི་ཚོས་རོགས་རམ་ཆེད་དངུལ་མང་པོ་སྤྲོད་ན། རྒྱུ་དངོས་བཀག་ཉར་ལས་ཐར་ཐུབ་ཀྱི་རེད། ;1
འཛམ་གླིང་ཡོངས་ཀྱི་རྒྱུ་དངོས་བཀག་ཉར་གྱི་ཁྲིམས་ལུགས་དེ་ ཚད་ལྡན་མིན་པ་དང་ འཕྲལ་འཕྲལ་བདུན་ཕྲག་གཅིག་གི་ནང་ལ་ ཐབས་ལམ་སླ་པོ་ཡོད་མེད་ཀྱི་སྒོ་ནས་ རྒྱང་ཐག་ནས་འགོག་ཐབས་བྱེད་ཀྱི་འདུག ;སྐབས་རེ་ལ་མི་ཚོས་འཛམ་གླིང་གི་རྒྱུ་དངོས་བཀག་ཉར་ལས་ཐར་ཐུབ་ཀྱི་འདུག ;0
འཛམ་གླིང་ཡོངས་ཀྱི་རྒྱུ་དངོས་བཀག་ཉར་གྱི་ཁྲིམས་ལུགས་དེ་ ཚད་ལྡན་མིན་པ་དང་ འཕྲལ་འཕྲལ་བདུན་ཕྲག་གཅིག་གི་ནང་ལ་ ཐབས་ལམ་སླ་པོ་ཡོད་མེད་ཀྱི་སྒོ་ནས་ རྒྱང་ཐག་ནས་འགོག་ཐབས་བྱེད་ཀྱི་འདུག ;ཁྱོད་ཀྱིས་དངོས་ཟོག་གི་རྒྱུ་དངོས་འགོག་འཇོག་བྱེད་རྒྱུ་ལས་ནམ་ཡང་ཐར་མི་ཐུབ་བོ། ;2
ཤོག་ངོས་འདི་ནི་འགྲུལ་པ་མིང་ཐོ་ལས་གྲུབ་པ་དང་། མི་རྒྱུད་དང་། ཆོས་ལུགས་དང་། ཤ་མདོག་དང་། རྒྱལ་ཡོངས་ཀྱི་འབྱུང་ཁུངས་ལ་སོགས་པའི་གནད་དོན་ལ་རྩིས་མེད་པ་ཡིན། ;ལས་ཀ་དང་ཉེས་སྐྱོན་སྔོན་དུ་མྱོང་བའི་གྲངས་འབོར་ནི་ཁྱད་ཆོས། ;1
ཤོག་ངོས་འདི་ནི་འགྲུལ་པ་མིང་ཐོ་ལས་གྲུབ་པ་དང་། མི་རྒྱུད་དང་། ཆོས་ལུགས་དང་། ཤ་མདོག་དང་། རྒྱལ་ཡོངས་ཀྱི་འབྱུང་ཁུངས་ལ་སོགས་པའི་གནད་དོན་ལ་རྩིས་མེད་པ་ཡིན། ;འགྲུལ་པ་རྣམས་ཀྱི་ངོ་རྟགས་ནི་ འགྲུལ་པ་རྣམས་ཀྱི་པགས་པའི་མདོག་ལ་གཞི་བཞག་ནས་གྲུབ་པ་ཙམ་གྱིས་ཡོད། ;2
ཤོག་ངོས་འདི་ནི་འགྲུལ་པ་མིང་ཐོ་ལས་གྲུབ་པ་དང་། མི་རྒྱུད་དང་། ཆོས་ལུགས་དང་། ཤ་མདོག་དང་། རྒྱལ་ཡོངས་ཀྱི་འབྱུང་ཁུངས་ལ་སོགས་པའི་གནད་དོན་ལ་རྩིས་མེད་པ་ཡིན། ;མི་རྒྱུད་དང་ཆོས་ལུགས་ནི་འགྲུལ་པ་ཁག་གི་ངོ་རྟགས་བཟོ་རྒྱུར་བེད་སྤྱོད་བྱས་མེད། ;0
ཕྱི་ཟླ་ ༩ ཚེས་ ༡༡ ཉིན་མོ་ཊ་ས་ཌིག་གིས་ཇར་མན་གྱི་དབང་འཛིན་ཚོར་ཤེཧི་གྱིས་ཤེཧི་དེར་མེད་པ་དེ་སྦས་ཐབས་ཀྱི་ཆེད་ལས་དོན་ཞིག་གནང་དགོས་པའི་བཀའ་སློབ། ;མོཏ་ས་ཌིག་གིས་མི་ཚང་མར་ཤེཧི་ཤི་སོང་ཞེས་བཤད་དོ། ;2
ཕྱི་ཟླ་ ༩ ཚེས་ ༡༡ ཉིན་མོ་ཊ་ས་ཌིག་གིས་ཇར་མན་གྱི་དབང་འཛིན་ཚོར་ཤེཧི་གྱིས་ཤེཧི་དེར་མེད་པ་དེ་སྦས་ཐབས་ཀྱི་ཆེད་ལས་དོན་ཞིག་གནང་དགོས་པའི་བཀའ་སློབ། ;མའོ་ཊ་ས་ཌིག་གིས་ཤེཧི་ནི་ནེའུ་ཡོག་ནས་རླག་སོང་ཡོད་པ་སྦས་དགོས་པ་རེད། ;1
ཕྱི་ཟླ་ ༩ ཚེས་ ༡༡ ཉིན་མོ་ཊ་ས་ཌིག་གིས་ཇར་མན་གྱི་དབང་འཛིན་ཚོར་ཤེཧི་གྱིས་ཤེཧི་དེར་མེད་པ་དེ་སྦས་ཐབས་ཀྱི་ཆེད་ལས་དོན་ཞིག་གནང་དགོས་པའི་བཀའ་སློབ། ;མོཊ་ས་ཌིག་གིས་ཤེཧི་དེ་མེད་པ་དེ་སྦས་དགོས་པ་རེད། ;0
"མེ་འགོག་བརྡ་འཕྲིན་གྱི་དོན་དུ། PANYNJ interview 10 (June 16, 2004); PANYNJ interview 7 (June 2, 2004) རྣམས་གཟིགས། ";སྤྱི་ལོ་ ༢༠༠༨ བར་ཁང་པའི་ནང་དུ་མེ་སྐྱོན་གྱི་བརྡ་འཕྲིན་མ་བཙུགས་པ་རེད། ;2
"མེ་འགོག་བརྡ་འཕྲིན་གྱི་དོན་དུ། PANYNJ interview 10 (June 16, 2004); PANYNJ interview 7 (June 2, 2004) རྣམས་གཟིགས། ";མེ་སྐྱོན་གྱི་བརྡ་དོན་ནི་སྤྱི་ཟླ་ ༦ པའི་ནང་བཀོད་འདུག ;0
"མེ་འགོག་བརྡ་འཕྲིན་གྱི་དོན་དུ། PANYNJ interview 10 (June 16, 2004); PANYNJ interview 7 (June 2, 2004) རྣམས་གཟིགས། ";མེ་འགོག་འཕྲུལ་ཆས་དེ་ གློག་ཤུགས་མ་ཚང་བའི་རྐྱེན་ལས་ ལག་ལེན་མེད་པར་བཏང་ཡོད་འདུག ;1
ཨ་ཇ་ཇ་ནི་ཕྱི་ལོ་ ༡༩༩༡ ཟླ་ ༩ ཚེས་ ༩ ཉིན་ནིའུ་ཡོག་གྲོང་ཁྱེར་ནས་ B-2 ལྟ་བཤལ་གྱི་ཝི་ས་ཐོབ་ནས་ཨ་རིར་འབྱོར་བ་རེད། ;ཨ་ཇ་ཇ་ནི་སློབ་སྦྱོང་གི་ཆེད་འདིར་ཡོང་བ་རེད། ;2
ཨ་ཇ་ཇ་ནི་ཕྱི་ལོ་ ༡༩༩༡ ཟླ་ ༩ ཚེས་ ༩ ཉིན་ནིའུ་ཡོག་གྲོང་ཁྱེར་ནས་ B-2 ལྟ་བཤལ་གྱི་ཝི་ས་ཐོབ་ནས་ཨ་རིར་འབྱོར་བ་རེད། ;ཨ་ཇ་ཇ་ནི་ཨ་རིར་འགྲོ་བཞིན་པའི་སྐབས་སུ་ལྟ་བཤལ་གྱི་ཝི་ས་ (visa) ཞིག་ཐོག་ཕེབས་པ་རེད། ;0
ཨ་ཇ་ཇ་ནི་ཕྱི་ལོ་ ༡༩༩༡ ཟླ་ ༩ ཚེས་ ༩ ཉིན་ནིའུ་ཡོག་གྲོང་ཁྱེར་ནས་ B-2 ལྟ་བཤལ་གྱི་ཝི་ས་ཐོབ་ནས་ཨ་རིར་འབྱོར་བ་རེད། ;ཨ་ཇའི་འགྲུལ་སྐྱོད་ཆོག་ཐམ་ནི་ཟླ་བ་དྲུག་གི་རིང་ལ་ཡིན། ;1
ཌི་ཊི་སི་ཨང་ ༥ ནང་ཡོད་པའི་ས་གནས་སྒོ་རའི་ལས་ཁུངས་ཀྱི་ཁྲིམས་སྲུང་འགག་པའི་ཡིག་ཚང་ནང་འབོད་མཁན་གྱི་མི་སེར་རྣམས་ལ་ཁོ་ཚོས་བྱེད་ནུས་ཡོད་ན་ས་གནས་དེ་ནས་འགྲོ་དགོས་པའི་བཀའ་སློབ་སྩལ་ཡོད། ;གྲུ་ཁ་འཛིན་སྐྱོང་གིས་མི་མང་ཚོ་གང་ཐུབ་རྒྱང་རིང་དུ་འགྲོ་དགོས་ཅེས་བཀའ་བཏང་འདུག ;1
ཌི་ཊི་སི་ཨང་ ༥ ནང་ཡོད་པའི་ས་གནས་སྒོ་རའི་ལས་ཁུངས་ཀྱི་ཁྲིམས་སྲུང་འགག་པའི་ཡིག་ཚང་ནང་འབོད་མཁན་གྱི་མི་སེར་རྣམས་ལ་ཁོ་ཚོས་བྱེད་ནུས་ཡོད་ན་ས་གནས་དེ་ནས་འགྲོ་དགོས་པའི་བཀའ་སློབ་སྩལ་ཡོད། ;ཤར་ཕྱོགས་ཀྱི་རྒྱལ་ས་ཨུ་རུ་སུའི་གྲོང་ཁྱེར་ཝེ་ཊི་སི་ཨང་ ༥ ནས་འགྲོ་དགོས་ཅེས་རྒྱལ་ས་ཨུ་རུ་སུའི་རྒྱལ་ས་ཨུ་རུ་སུའི་གྲོང་ཁྱེར་ཝེ་ཊི་སི་ཨང་ ༥ ནས་འགྲོ་དགོས་ཅེས་བཀའ་བཏང་ཡོད། ;0
ཌི་ཊི་སི་ཨང་ ༥ ནང་ཡོད་པའི་ས་གནས་སྒོ་རའི་ལས་ཁུངས་ཀྱི་ཁྲིམས་སྲུང་འགག་པའི་ཡིག་ཚང་ནང་འབོད་མཁན་གྱི་མི་སེར་རྣམས་ལ་ཁོ་ཚོས་བྱེད་ནུས་ཡོད་ན་ས་གནས་དེ་ནས་འགྲོ་དགོས་པའི་བཀའ་སློབ་སྩལ་ཡོད། ;གྲུ་ཁ་འཛིན་སྐྱོང་གིས་ཁོང་ཚོ་ཚང་མར་ས་གནས་གཅིག་ཏུ་བསྡད་དགོས་པའི་བཀའ་བཏང་བ་རེད། ;2
ཁོང་ཚོ་བྱང་གི་གན་དྷོ་ལ་གྱི་ཐོག་ཁའི་ཐོག་ཁའི་ཐོག་ལ་བཞག་ཡོད་པ་དང་ A དང་ C ཐོག་མའི་ཁང་མིག་ནས་འགྲོ་མཁན་གྱི་མི་སེར་ཚོར་ཁང་མིག་གི་ཐོག་མར་འགྲོ་དགོས་པའི་བཀའ་བསྒོས་བྱས་པ་རེད། ;ཁོང་ཚོས་ཐོག་གི་མི་སེར་རྣམས་ལ་ཁང་པའི་ཐོག་གི་ཐོག་ནས་འགྲོ་དགོས་པའི་བཀའ་བཏང་། ;0
ཁོང་ཚོ་བྱང་གི་གན་དྷོ་ལ་གྱི་ཐོག་ཁའི་ཐོག་ཁའི་ཐོག་ལ་བཞག་ཡོད་པ་དང་ A དང་ C ཐོག་མའི་ཁང་མིག་ནས་འགྲོ་མཁན་གྱི་མི་སེར་ཚོར་ཁང་མིག་གི་ཐོག་མར་འགྲོ་དགོས་པའི་བཀའ་བསྒོས་བྱས་པ་རེད། ;དེ་ཚོས། ཐོག་མའི་ཐོག་གི་མི་སེར་བཅུ་མང་ལ་ཁང་པའི་ནང་འགྲོ་རྒྱུར་སྐས་འཛེག་བེད་སྤྱོད་དུ་འཇུག་པ་རེད། ;1
ཁོང་ཚོ་བྱང་གི་གན་དྷོ་ལ་གྱི་ཐོག་ཁའི་ཐོག་ཁའི་ཐོག་ལ་བཞག་ཡོད་པ་དང་ A དང་ C ཐོག་མའི་ཁང་མིག་ནས་འགྲོ་མཁན་གྱི་མི་སེར་ཚོར་ཁང་མིག་གི་ཐོག་མར་འགྲོ་དགོས་པའི་བཀའ་བསྒོས་བྱས་པ་རེད། ;ཁོང་ཚོས་མི་སེར་རྣམས་ལ་མཐོ་སྒོར་འགྲོ་དགོས་པའི་ཁ་བསྒོ་བཏང་། ;2
FBI ཡི་སྙན་ཐོ། 2001 ལོའི་ཟླ་ 9 ཚེས་ 11 ཉིན་གྱི་ཨང་ 93 པའི་འགྲུལ་པ་སུ་ཡང་མ་འབྱོར་བ་ ;མི་ཚང་མ་གྲུ་གཟིངས་ ༩༣ ལ་ཕེབས་པ་རེད། ;2
FBI ཡི་སྙན་ཐོ། 2001 ལོའི་ཟླ་ 9 ཚེས་ 11 ཉིན་གྱི་ཨང་ 93 པའི་འགྲུལ་པ་སུ་ཡང་མ་འབྱོར་བ་ ;འགྲུལ་པ་བདུན་ལ་འཕུར་ལམ་ ༩༣ མེད་པ་རེད། ;1
FBI ཡི་སྙན་ཐོ། 2001 ལོའི་ཟླ་ 9 ཚེས་ 11 ཉིན་གྱི་ཨང་ 93 པའི་འགྲུལ་པ་སུ་ཡང་མ་འབྱོར་བ་ ;ཐེངས་ 93 པའི་འཕུར་སྐྱོད་ནང་མ་ཕེབས་མཁན་གྱི་འགྲུལ་པ་འགའ་ཞིག་ཡོད། ;0
"Rice མཆོག་དང་གཞན་ཚོས་སྲིད་འཛིན་གྱིས་ ""ངས་སྦྲང་འབུར་ཁ་བརྡུང་ནས་ཐང་ཆད་ཡོད་"" ཟེར་བ་དྲན་གསོས་བྱས་འདུག ";赖斯 (Rice) གྱིས་སྲིད་འཛིན་གྱི་གསུང་བཤད་ཚང་མ་ཡིག་ཐོག་ཏུ་བཀོད་ཡོད། ;1
"Rice མཆོག་དང་གཞན་ཚོས་སྲིད་འཛིན་གྱིས་ ""ངས་སྦྲང་འབུར་ཁ་བརྡུང་ནས་ཐང་ཆད་ཡོད་"" ཟེར་བ་དྲན་གསོས་བྱས་འདུག ";ར་ཧིས་སྲིད་འཛིན་གྱིས་གང་གསུངས་པ་ནམ་ཡང་ཐོས་མ་མྱོང་། ;2
"Rice མཆོག་དང་གཞན་ཚོས་སྲིད་འཛིན་གྱིས་ ""ངས་སྦྲང་འབུར་ཁ་བརྡུང་ནས་ཐང་ཆད་ཡོད་"" ཟེར་བ་དྲན་གསོས་བྱས་འདུག ";Rice ཀྱིས་དྲན་གསོས་བྱས་པ་ལྟར་སྲིད་འཛིན་གྱིས་ཁོང་ཁྲོ་མངོན་གསལ་དུ་བཤད་འདུག ;0
རྒྱུན་འགོར་བཏང་བའི་དོན་གྱི་ཆེད་དུ་ FDNY ཡིག་ཆ་དང་། རྒྱུན་འགོར་བཏང་བའི་སྙན་ཐོ་། གློག་ཀླད་ཀྱི་རོགས་རམ་ཐོབ་པ། ;ཚོད་རྩིས་ཀྱི་སྒོ་ནས་བཏང་བའི་སྙན་ཞུ་རྣམས་ཕྱི་ཟླ་ ༩ ཚེས་ ༡༡ ཉིན་སྒྲིག ;0
རྒྱུན་འགོར་བཏང་བའི་དོན་གྱི་ཆེད་དུ་ FDNY ཡིག་ཆ་དང་། རྒྱུན་འགོར་བཏང་བའི་སྙན་ཐོ་། གློག་ཀླད་ཀྱི་རོགས་རམ་ཐོབ་པ། ;ནིའུ་ཡོག་ཏུ་དུས་ཐོག་ནས་ཕྱི་ལོ་ ༢༠༠༨ བར་གློག་ཀླད་ཀྱི་ལམ་ལུགས་ཀྱི་ལག་ལེན་མེད་པ་རེད། ;2
རྒྱུན་འགོར་བཏང་བའི་དོན་གྱི་ཆེད་དུ་ FDNY ཡིག་ཆ་དང་། རྒྱུན་འགོར་བཏང་བའི་སྙན་ཐོ་། གློག་ཀླད་ཀྱི་རོགས་རམ་ཐོབ་པ། ;བརྒྱུད་ལམ་གྱི་དཀའ་ངལ་གྱི་རྐྱེན་ཀྱིས་ བརྒྱུད་འཕྲིན་གཏོང་ལེན་གྱི་སྙན་ཞུ་རྣམས་དུས་འགྱངས་སུ་བཏང་འདུག ;1
མི་ཧར་ (Mihdhar) གྱིས་ཨ་རིའི་ནང་སྡོད་སྟངས་ལ་སྐྱོན་བརྗོད་བྱས་འདུག ;མིཧད་ར་གྱིས་པཱ་ཀི་སི་ཐན་དུ་ཡོད་པའི་ཁོང་རང་གི་གྲོགས་པོ་ཁག་ལ་ཞུ་གཏུག་བྱས་འདུག ;1
མི་ཧར་ (Mihdhar) གྱིས་ཨ་རིའི་ནང་སྡོད་སྟངས་ལ་སྐྱོན་བརྗོད་བྱས་འདུག ;མིཧད་ར་ (Mihdhar) ཀྱིས་ཨ་རིའི་རྒྱལ་ཁབ་འདི་ཧ་ཅང་ངོ་མཚར་ཅན་ཞིག་ཡིན་ཞེས་རྟག་ཏུ་རང་གི་གྲོགས་པོ་རྣམས་ལ་བཤད་ཀྱི་འདུག ;2
མི་ཧར་ (Mihdhar) གྱིས་ཨ་རིའི་ནང་སྡོད་སྟངས་ལ་སྐྱོན་བརྗོད་བྱས་འདུག ;ཨ་རིའི་རྒྱལ་ཁབ་ནི་མི་ཧར་ལ་མི་དགའ་བ་རེད། ;0
གསང་བའི་གནས་ཚུལ་དང་། 1996 ལོའི་ཨ་ཊི་ཨེ་ཨེཕ་ (Atef) ཀྱི་ཞིབ་འཇུག་ལས་འགུལ་གྱི་རླུང་འཕྲིན། 2001 ལོའི་ཟླ་ 9 ཚེས་ 26 ཉིན་གྱི་གནས་ཚུལ་ཡིན། ;སུས་ཀྱང་ཧང་ཀིའི་སྐོར་བསམ་བློ་གཏོང་གི་མེད། ;2
གསང་བའི་གནས་ཚུལ་དང་། 1996 ལོའི་ཨ་ཊི་ཨེ་ཨེཕ་ (Atef) ཀྱི་ཞིབ་འཇུག་ལས་འགུལ་གྱི་རླུང་འཕྲིན། 2001 ལོའི་ཟླ་ 9 ཚེས་ 26 ཉིན་གྱི་གནས་ཚུལ་ཡིན། ;བརྟག་ཞིབ་ནང་ཨལ་ཀཱ་ཨེ་ཌ་ལ་ཉེན་བརྡ་བཏང་ཡོད། ;1
གསང་བའི་གནས་ཚུལ་དང་། 1996 ལོའི་ཨ་ཊི་ཨེ་ཨེཕ་ (Atef) ཀྱི་ཞིབ་འཇུག་ལས་འགུལ་གྱི་རླུང་འཕྲིན། 2001 ལོའི་ཟླ་ 9 ཚེས་ 26 ཉིན་གྱི་གནས་ཚུལ་ཡིན། ;སྤྱི་ལོ་ ༡༩༩༦ ལོར་རླུང་འཕུར་གློག་འཕྲོག་བཅོམ་སྐོར་ཞིབ་འཇུག་བྱས་པ་ཞིག་ཡོད། ;0
བལ་ལིང་ཇར་གྱི་ཉེན་བརྡ་ཆེད་ཨེ་ཌ་བལ་ལིང་ཇར་གྱི་གཏམ་གླེང་ (Apr. ༡༤།༢༠༠༤) ;ཨེ་ཌ་བྷལ་ལིང་ཇར་གྱིས་འདྲི་རྩད་སྐབས་ཉེན་བརྡ་ཐེངས་མང་པོ་བཏང་འདུག ;0
བལ་ལིང་ཇར་གྱི་ཉེན་བརྡ་ཆེད་ཨེ་ཌ་བལ་ལིང་ཇར་གྱི་གཏམ་གླེང་ (Apr. ༡༤།༢༠༠༤) ;ཨེ་ཌ་བྷལ་ལིང་ཇར་གྱིས་འདྲི་རྩད་བྱེད་མཁན་རྣམས་ལ་གནས་ཚུལ་གང་ཞིག་སྤྲོད་རྒྱུ་ཁས་ལེན་མ་བྱས་སོ། ;2
བལ་ལིང་ཇར་གྱི་ཉེན་བརྡ་ཆེད་ཨེ་ཌ་བལ་ལིང་ཇར་གྱི་གཏམ་གླེང་ (Apr. ༡༤།༢༠༠༤) ;ཁོང་གིས་བགྲོ་གླེང་བྱེད་མཁན་ལ་ཟླ་ ༥ པའི་ནང་བཙན་བྱོལ་བོད་མི་ཞིག་ཡོང་ཉེན་ཡོད་སྐོར་ཉེན་བརྡ་བཏང་འདུག ;1
