,input_sentence_1,input_sentence_2,input_sentence_3,input_sentence_4,sentence_quiz1,sentence_quiz2,answer_right_ending
849,Хауърд се чувстваше щастлив една сутрин.,"Решил е да прекара целия ден, наслаждавайки се на живота си.","През целия ден, докато е на работа, той е хвалил колегите си.","Когато се прибрал, той взел семейството си да гледа филм и да вечеря.","Хауърд се зарадва, че е имал такъв хубав ден.",Хауърд седеше и плачеше през цялото време.,1
850,Един мъж пристигна на строеж за работата си.,"Сложи си шапката, взе инструментите и влезе в сградата.","Докато вървеше, голяма тухла падна и го удари по главата.","Човекът бил нокаутиран, а колегите му се разбягали да му помогнат.",Колегите му го отведоха на безопасно място и извикаха лекар.,Мъжът започна да тича към тях.,1
851,Семейството на Трент притежавало магазин за лагерни принадлежности.,Трент мразеше къмпинг.,Всяко лято родителите му го караха да ходи на къмпинг.,Това лято Трент беше отговорен за поддържането на огъня в течение на вятъра.,Трент е зарязал две буркани с сангрия в стаята на родителите си.,Трент е бил невнимателен и е причинил голям пожар.,2
852,Джордж реши да си купи телевизор.,"Намерил е много хубав телевизор, който искал и отишъл да го вземе.",Няколко дни по-късно Джордж се събуди с изненада.,Телевизорът му беше откраднат.,"Казала е на полицията, която казала, че няма вероятност да го открият.",Нещата се развиха точно както се надяваше.,1
853,"Томи беше на 17, когато си боядиса косата розова.","Той мислеше, че е панк и готино.",Някои от приятелите му се съгласиха.,"Родителите му мислеха, че е глупаво.","Хареса им новия стил, който Томи избра.",Накараха Томи да си обръсне главата.,2
854,Роби търсеше помощ за изкопчаване на колата си от снега.,"Публикувала е във Фейсбук, надявайки се някой да я види.",Камерън видя поста и почувства съчувствие към Роби и нейната кола.,"Тъй като е имал почивен ден, Камерън каза, че може да помогне.",Камерън дойде и помогна на Роби да лопате.,"Камерън отиде на кино и гледа ""Госътсбъстърс"".",1
855,Роналд си свали обувките и легна на дивана да поспи.,"Когато се събуди, отиде да си обуе обувките.","Но не можа да ги завърже, защото липсват струните!","Той ги търси навсякъде, но не ги намира.",Роналд си обляко обувките и ги завърза.,Роналд отиде да търси още връзки.,2
856,"Сара разбра, че очаква дете.",Тя оцеля през деветте месеца бременност.,Един ден водата й се разцепи и я отведоха в болница.,Сара е родила 4 часа.,Сара роди момче.,Сара си дремна.,1
857,Миналата година чичо ми купи детектор за метали.,Той я води на плажа всеки уикенд.,Преди няколко месеца е намерил Ролекс.,Струваше няколкостотин долара.,Чичо ми мрази плажа.,Чичо ми се радва на хобито си.,2
858,Отидох да си гледам 5-годишния племенник в Сан Франциско.,Сестра ми ме насърчи да карам детето й на колело до училище.,"Страхувах се да премина с колело през града, докато племенникът ми беше в колата.",Вместо това карахме колело през парка Голдън Гейт до плажа и зоопарка.,Нямам сестра.,Прекарахме си чудесно!,2
859,Приятелите на Алис я поканиха на обяд.,Тя отиде да ги посрещне в ресторант.,"Приятелите й я чакаха на масата, но вече бяха поръчали.","Докато тя си ядеше, те вече бяха готови.","Алис усети, че приятелите й са леко безразсъдни.","Алис усети, че приятелите й са много внимателни.",1
860,С децата ми посетихме местния приют за животни.,Разгледахме кученца и котенца в клетките им.,Дъщерите ми избраха приятелско кученце.,Играха си с нея и я търкаха по корема.,Аз осинових кученцето за дъщеря ми.,Реших да й купя шоколадче.,1
861,Марио стана от леглото.,Днес беше сватбеният му ден и той вече усещаше пеперуди.,Той се обръсна и се изкъпа щастливо.,Облече се и отиде в църквата.,Беше най-хубавият ден в живота му.,"Марио прекара следобеда в парка, ловяйки пеперуди.",1
862,Зик се умори да живее в Америка.,Решил е да се премести в Козумел.,Отиде на плажа на Козумел и купи земя.,Зик реши да построи къща на тази земя.,След това Зик се преместил в Америка.,Зик е живял щастливо.,2
863,Кели искаше да бъде във флота.,Попитала е един рекрутер за това.,Той я посъветва да попълни заявление.,Тя го попълни и го изпрати.,Военноморските отговориха на нея незабавно.,И американската армия се върна при нея.,1
864,Джина беше в обядната зала в новото си училище.,Тя познаваше само двама души в цялото училище.,Нито един от тях не е бил в тази зала за обяд.,Взела е храната си и е излязла навън.,Джина прекара страхотен ден.,Джина се чувстваше много самотна.,2
865,Днес се качихме на самолет.,"Самолетът беше много голям, бях уплашена.","Когато се качихме на самолета, мама ми каза, че ще е забавно.","Самолетът издаваше много силни звуци, но не беше толкова зле.",Заклех се никога повече да не се кача на самолет.,Вече не се страхувам от самолети.,2
866,Адам се нуждаеше от нова бейзболна шапка.,Гледал е различни шапки онлайн.,Избра перфектната шапка и я поръча.,Беше толкова развълнуван да го получи.,Хвърли кутията в килера.,И го отвори веднага щом пристигна.,2
867,Тед и Бет планират сватба заедно.,"Те забелязаха, че може да нямат достатъчно, за да плащат за него.",Тед помоли родителите си да помогнат и те се съгласиха.,Бет направи същото с родителите си и също получи допълнителни пари.,Родителите им ги обичат.,Те похарчиха парите за бонбони.,1
868,Синди стана от леглото.,Но не можа да си намери чехлите.,"Вместо да си приготвя закуска, прекарва целия ден в търсене.",Тя се отказа и поръча още един чифт.,Тя също поръча iPhone.,За щастие новите бяха по-удобни от старите.,2
869,Нийл току-що пристигна в Париж.,Нямаше търпение да види цялата култура там!,Прекарва първия си ден в гледане на произведения на изкуството.,Той посети три музея само за един ден!,"Нийл се чувстваше много щастлив и доволен, че е могъл да го посети.",Нийл изхарчи всичките си пари твърде бързо и никога повече не видя изкуство.,1
870,Джесика се готвеше да завърши колеж.,"Тя работеше много усилено в училище и мислеше, че заслужава награда.","Баща й знаеше, че Джесика иска почивка.","В деня на дипломирането й, бащата й я изненада с билети.",Джесика беше много щастлива.,Джесика беше много ядосана на баща си.,1
871,Тим беше твърде висок за всичките си панталони.,Не можа да намери подходяща дреха за пътуването си до парка!,Всичко правеше краката му да изглеждат твърде дълги и глупави.,После реши да си превърне дънките в шорти.,Тим реши да остане вкъщи и да гледа телевизия.,Тим е носил дънките в парка.,2
872,Санди си беше купила ново легло.,"Трябваше да си почисти стаята, преди да дойдат доставчиците.",Тя също трябваше да се отърве от старото си легло.,Приятелят й Джим искаше стария й легло.,Санди си изхвърли леглото.,Санди продаде на Джим старата си легло.,2
873,В колежа имах ужасни професори.,Те не знаеха как да учат учениците.,Така че се научих да се уча сам.,"Вместо да ходя на час, отидох в библиотеката и направих точно това.",Обичах всичките си професори.,Самоучението ми помогна да изпреваря другите ученици.,2
874,"Тими знаеше за едно сладко момиче, с което е ходил на училище.",Един ден я последвал до вкъщи.,"Тя спря на ъгъла, докато той я последваше.","Тими разбра, че е хванат и не е бил сигурен какво да прави.",Той каза здравей и те започнаха да говорят.,Той се гмурна в студената вода.,1
875,Нийл беше на посещение в Египет.,"Той направи обиколка, за да види Великите пирамиди.",Той ги погледна с благоговение.,Те бяха толкова огромни и украсени!,Нийл бил очарован от мащаба и красотата на пирамидите.,"Нийл нямаше търпение да се върне в хотела, за да гледа телевизия.",1
876,Джен заспа с белина в косата си.,"Тя е искала да го остави само за около 5 минути, не за почти час.",Когато я изплакала косата й била бяла с синя нюанс.,"Тя беше в паника, но майка й каза, че може да я поправи.",Джен си е сложила още белина в косата.,Майката на Джен е оправила обезцветеното й окосмяване.,2
877,"Дъг беше тъжен, че беше Бъдни вечер и нямаше сняг.","Всичко, което Дъг искаше беше бяла Коледа.",Моли се на Бог за сняг и си легна.,"Когато се събуди на следващата сутрин, стаята беше изпълнена със светлина.",Дъг погледнал през прозореца и видял покривало от бял сняг.,Дъг не намери снег и веднага се зарадва.,1
878,Шерил е работила като куратор в музей.,"Семейството й й каза, че има скучна работа.","Опита се да им каже, че трябва да работи с живата история.","Опита се да каже, че офисът им е много по-лош.",Шерил се гордееше с работата си като музейна кураторка.,"Шерил беше депресирана, че е куратор на музей.",1
879,"Джо се разтегна, докато се търкаляше в леглото.","Часовникът му показваше, че е 10 сутринта.","Скочи от леглото, изпаднал в паника.",Алармата му не е задействала.,Джо закъсня за работа.,Джо се върна да спи.,1
880,"Жената на Нед каза, че е починал тихо в съня си.","Жена му казала на всичките си приятели, че не е знаела, че е болен.","Кълнеше се, че това е най-странното нещо, което е виждала.",Полицията не повярва на историята и я арестува.,Полицията не я разпитва.,Нае адвокат.,2
881,Джаки беше приета в болницата днес.,Бебето й е на път да се роди.,"Съпругът й дойде от работа, за да я утеши.",След 48 часа раждания бебето й беше освободено.,Джаки и съпругът й бяха много щастливи.,Джаки беше много депресирана.,1
882,Семейството ми искаше домашен любимец.,В събота отидохме в магазина за домашни любимци.,Видяхме много кучета и котенца.,Влюбихме се в едно сладко черно коте.,Купихме чихуахуа.,Купихме котето.,2
883,Сестрата на Джо винаги си поставяше тестовете на хладилника.,Тя получава А през цялото време.,Джо никога не е получавал отличници.,"И той се гордее, когато се прибира с отлични оценки по правопис.",Сестра му го поздрави.,Беше тъжен до края на деня.,1
884,Адам и Ейнджъл искаха да се изселят и да си намерят място.,Търсеха апартаменти онлайн с седмици.,"Намерили са няколко апартамента, които им харесали.","Отидоха и разгледаха апартаментите, които бяха избрали.",Най-накрая решиха да си вземат апартамент.,След това се разделиха.,1
885,Грета беше на 10 години.,Искаше да организира парти за рождения си ден.,Грета раздаде покани за партито в училище.,"Когато дойде денят на партито, никой не се появи.","Грета беше щастлива, че никой не се появи.","Грета беше много тъжна, но родителите й я развеселиха.",2
886,Шари се притесняваше.,"Сватбата й беше утре, и беше церемония на открито.",Но прогнозата беше дъжд!,"За щастие, сватбеният ден се разкри слънчев и чист.",Празненствата продължиха без препятствия.,Всички гости бяха покрити със сняг.,1
887,"Ейми беше развълнувана, че е Бъдни вечер.",Беше много добра през цялата година.,Даде списъка с любимите си играчки на Дядо Коледа в мола.,"Каза й, че ще получи всичко, което пожелае.",Ейми изобщо не обичаше Коледа.,"На Коледа Ейми получи точно това, което се надяваше.",2
888,Анна се грижеше за градината си през цялото лято.,Излязла е да събира реколтата.,Всички плодове и зеленчуци бяха готови!,Тя ги избра една по една.,Ана не обича зеленчуци.,Имала е богата реколта.,2
889,Ким си е изпуснала четката за зъби в тоалетната.,"Тя беше отвратена от мисълта да си сложи ръката, за да го извади.",Тя взе ножици от чекмеджето.,"Всеки път, когато имаше четката за зъби, тя я изпускаше.",Ким си измихна зъбите и се усмихна.,"Ким реши, че това е знак да си купи нова четка за зъби.",2
890,Родителите на Хана я записаха на уроци по пиано.,"След първия си урок по пиано, Хана се чувстваше обезсърчена.",Опита се да се упражнява колкото може повече.,Хана не може да си върши работата с пръстите.,Хана обичаше пръстите си.,Хана се отказа от пианото.,2
891,"Кира намери мъж, който мислеше, че е пазител.","Имаше страхотна работа, впечатляваща къща и плащаше за всичките им срещи.","След няколко месеца в отношенията си, Кийра започнала да планира сватбената си рокля.","И после я удари, защото е изгорила вечерята.",Кира беше толкова горда с новото си гадже.,Кира не може да остане с този насилник.,2
892,Пастирът отворил вратата на кошарата.,Изпрати кучето си на паша да събере овцете.,Кучето отведе овцете към портата.,Овцете се преместиха заедно в стадото.,След това пастирът се върнал в къщата си.,След това пастирът пускала овцата.,1
893,Уолтър беше самотен откакто жена му почина.,Срещна една мила дама на бинго и се сприятелиха.,"Чувстваше се виновен за това, което би си помислила починалата му жена.","Уолтър сънувал жив сън, в който починалата му съпруга го успокояла.",Попита жената от бинго да вечеря с него.,Решил е да не излиза повече с никого.,1
894,Марина минаваше покрай библиотеката.,"Тя си свали лицето, за да избегне силен вятър, който идва към лицето й.",Изведнъж една трева удари краката на Марина много силно.,"Погледна надолу към краката си, но се дезориентира.",Обичаше да играе голф.,Не можеше да повярва колко е ветровито.,2
895,"Вчера играх в играта ""Пуърбол"".",Избрах си числата от семейната библия.,Купих си билетите от уважаван онлайн лотариен агент.,"Молех се нервно, докато се теглиха печеливши номера.",Не съм спечелил.,"Бях разочарован, когато спечелих.",1
896,Ейми е записана в курс по растителна биология.,Следващата седмица има тест по фотосинтеза.,Информацията е сложна и задълбочена.,"Тя написа песен за това, за да запомни материала по-лесно.","Ейми не успя да се справи с теста, защото не се беше подготвила.",Песента й помогна и след това се справи добре.,2
897,"Когато завърших колежа, бях толкова нервен да започна работа.",Едва спах седмицата преди началото.,"В деня на, бях гаден и нервен.",Но едно поздравително съобщение от родителите ми ме развесели.,"Напуснах по-рано, защото бях болен.",Първият ми работен ден беше страхотен.,2
898,Седемгодишният Бен отишъл да си играе в къщата на приятеля си Майк.,Майк поздрави Бен и отидоха да си играят в стаята му.,"Първо, играеха с квадрокоптерите на Майк дълго време.",После си играеха с камиони.,Прекарахме си добре заедно.,Но не се забавляват.,1
899,"Сервитьорът умираше да се прибере, но все още имаше маса за ядене.",Сервитьорът отпечатал сметката и я оставил на масата.,Гостите забелязали сметката след известно време и разбрали намека.,Платиха сметката и си тръгнаха.,За щастие сервитьорът си тръгна за вечерта.,Двойката поръчаха предястия и решиха какво да ядат.,1
900,Кей се връщаше при майка си.,Тя събрала нещата си и отишла при майка си.,Майка й й помогна да разопакова колата.,Нямаше достатъчно място за нещата на Кей.,Кей трябваше да сложи някои от нещата си в склада.,Кей трябваше да си купи още неща.,1
901,Момичетата решиха да вечерят заедно.,Те също доведоха семействата си.,"За съжаление, те се сбиха.",На персонала му се наложи да ги изхвърли.,Момичетата бяха напълно смутени.,Момичетата си прекараха чудесно.,1
902,Вини винаги се е надявал да срещне истинска филмова звезда.,"Приятелите му му казват, че е много трудно да се срещне с филмова звезда.",Но той не се отчая.,Един ден Вини видял Дензъл Вашингтон да се разхожда.,Вини продължи да върви.,Вини се снима с него.,2
903,"Когато бях на седем години, отидох да плувам с приятели.",Не знаех как да плувам в дълбоки води.,По случайност се изплъзнах в дълбоката част на басейна.,"Мислех, че ще се удавя!",Рожденият ми ден беше най-хубавия.,Спасителят скочи и ме извади от дълбокия край.,2
904,Смит не можа да намери котката си.,"Страхуваха се, че е излязла навън и се е изгубила.","Всички бяха тъжни, когато седнаха пред коледното дърво.","Тогава те забелязали, че тя ги гледа от най-горните клони.",Котката на Смит мейовеше на входната врата.,Смит и съпругата му се развълнуваха и се втурнаха да прегърнат котката си.,2
905,"Вместо да отиде в колеж веднага, Флора замина за чужбина.",Посетила е много европейски страни и се запознала с много хора.,"Когато трябваше да се прибере, тя реши да остане в Испания.",Тя се заела с работа като учител и преживяла много приключения.,"Флора се чувстваше изоставена, защото никога не е виждала Европа.","Флора посещаваше родителите си всяко лято, за да им разказва историите си.",2
906,Джойс купи плодове преди седмица.,Това беше част от нейната новогодишна резолюция да бъде по-здравословна.,След няколко дни го забрави.,"В крайна сметка, наистина лоша миризма завладя апартамента й.",Джойс изхвърли плодовете.,Джойс беше щастлива с новия аромат.,1
907,Тед и някои от приятелите му отидоха на езерото един следобед.,Приятелите на Тед го молели да влезе във водата с тях.,Тед не знаеше как да плува.,"Тед реши, че няма по-добро време да се научи, така че се включи.",Тед се чувстваше много сух.,"Тед едва не се е удавил, но е спасен от приятелите си.",2
908,Попитах Сара на среща.,Тя каза да.,Толкова се вълнувах за нашата среща заедно.,Отидохме на вечеря и после на кино.,Прекарах ужасно.,Трябва да целуна Сара за лека нощ.,2
909,Един ден отидох в зоопарка с приятелите си.,"Чух, че в зоопарка има ленивци и винаги съм искала да ги видя.","Посетихме почти всички експонати, но не видяхме никакви ленивци.",Най-накрая открихме ленивците в последния експонат.,"Решихме да си тръгнем, без да посетим изложбата.",Бяхме доволни.,2
910,"Учен открива, че болестта започва да се разпространява.",Работи по лечение за болестта в лабораторията си.,"Други учени се събират, за да му помогнат в работата.",Минават няколко седмици и успяват да разработят лек.,"Те се чувстват глупави, че са го направили.",Те спасяват света.,2
911,Трой отиде да си играе в къщата на Сам.,"Момчетата си играеха с блокове, камиони и плюшени мечки.",Те също така оцветявали и си играли с пръстови бои.,Бащата на Сам им е направил закуска от ябълки и карамелен сос.,Трой се забавляваше много в къщата на Сам.,Трой не иска да си играе повече със Сам.,1
912,Ивон винаги е била с наднормено тегло.,За Нова година реши да започне да тренира.,Започна да тича всеки ден.,За два месеца тя е отслабнала с 7 килограма.,Ивон се гордееше със себе си.,Ивон се почувства победена.,1
913,Индия искаше да опита ледено кафе.,Индия реши да си направи собствено кафе със сладолед у дома.,Индия приготвя кафето в машината за напитката.,След това Индия взе млякото и леда за напитката.,След това изпи горещия си шоколад.,"Когато приключи с приготвянето, тя изпи вкусната напитка.",2
914,"Бети искаше кученце, но майка й каза ""не"".","Бетси беше толкова тъжна и разочарована, защото наистина искаше домашен любимец.",Един ден тя влезе в стаята си и намери хамстер в клетка.,Майка й все пак й беше купила домашен любимец!,"Бетси се ядоса, защото беше гризач.",Бетси беше много развълнувана.,2
915,Морийн винаги е искала да стане учител по биология.,"Тя учи много усилено, за да стане експерт по биология.","Приятелите й й казват, че биологията е твърде трудна за нея.","Но продължава, докато получи диплома.","Морийн каза, че момичетата не са за научни професии.",Сега Морийн споделя страстта си към биологията със студентите.,2
916,Корнелия винаги е обичала да работи с ръцете си.,"Реши, че иска да опита да направи маса сама.","Тя взе курс по дърводелство, за да научи как да го направи.","След като завърши курса, Корнелия направи красива маса.",Корнелия наряза масата за дърва за огън.,Корнелия го използва като нощно шкафче в стаята си.,2
917,Децата отидоха на гробището.,Те попаднаха на гроб с вериги.,Някои от веригите бяха счупени.,Изплашиха се и избягаха.,Не искаха да се върнат там.,Обичат да играят фризби.,1
918,Бо и Джим искаха да карат бързо.,Закарали са колите си в солените равнини в Юта.,"Бо се качи в мустанга си, а Джим в корвета си.",Те се състезаваха един с друг за седем мили.,Джим е направил масаж на Бо.,Джим спечели състезанието с корвета си.,2
919,Днес Сали отиде на разходка.,Обичаше да се разхожда в гората.,Тя видя красива робина в гнездото си.,Сали обича робин.,Беше развълнувана.,"Сали смята, че птиците са много досадни.",1
920,Приятелят на Джой я заведе да играе пут-пут.,"Не е осъзнавал, че тя е играла голф от дете.",Тя направи три дупки в един мач.,Тя го победи с 18 точки!,Той се засмя и поиска да се състезаваме отново.,"Беше толкова ядосан, че повече не говори с нея.",1
921,Племенникът ми е професионален готвач.,"Докато готвеше за нас в къщата ни, той реши да се похвали малко.",Заснехме го как реже лук зад гърба си.,Бяхме изумени колко бързо го наряза и не се наряза.,Той е ужасен готвач.,Той е фантастичен готвач.,2
922,"Малката сестра е разбрала, че ще има братче.","Беше развълнувана, докато не разбра, че вече няма да е бебето.",После започна да се държи странно.,Тя боядисваше стените.,Малката сестра получи бисквитка за поведението си.,Малката сестра е наказана с таймъут.,2
923,Това лято отидох на екскурзия.,Отидох да се отдалеча от къмпинга сама.,"Изгубих се, защото нямах оборудване.","Вървях километри, търсейки приятелите си.",Накрая намерих някои маркиращи следи.,Реших да остана изгубен.,1
924,Хейли участваше в училищния маратон.,Но тя забрави да си вземе обувките за бягане.,Хейли все още беше решена.,Попита учителката си дали може да я вземе назаем за деня.,Учителят се възхищава на страстта на Хейли и се съгласява.,Хейли беше слабоволна.,1
925,"Джим коси двора, когато косачката му се заклещи на някакво металче.","Джим погледнал внимателно метала и видял, че прилича на бижута.",Той взе парчето метал на оценителя.,"Оценяващият му каза, че е стар пръстен от по-стара цивилизация.",Джим продаде пръстена за 1000 долара.,Джим изхвърли пръстена.,1
926,Кайл и Тед са били в състезание за ядене на пай.,Седнали са заедно пред пайовете си.,"Когато започна състезанието, те се заровиха.",И двамата имат ужасни стомашни болки.,И двамата се почувстваха чудесно след като ядоха пайовете.,"Кайл и Тед се разболяха толкова много, че и двамата загубиха.",2
927,Боб играеше волейбол.,Изведнъж се почувства много замаян и падна.,Приятелите му бързо му помогнали.,Боб беше дехидратиран от усилията.,"Боб каза, че се е почувствал подут от пиенето на твърде много вода.","Приятелите на Боб бързо му донесли вода, за да се хидратира.",2
928,"Кати осъзна, че няма мляко.",Затова тя събрала малките си деца и отишла в магазина.,Те бяха лоши в магазина и крещяха много.,Кати плака по пътя за вкъщи.,Децата си легнаха без вечеря.,Кати ги заведе в магазина веднага.,1
929,Чък винаги е искал да се присъедини към дебатния отбор в училище.,"Има страхотни идеи, но се страхува да говори пред публика.","За да помогне, взе лекции по реч през лятото.","Веднага след като започна учебната година, той се записа в отбора.",Чък се присъедини и се справи доста добре.,Чък е напуснал училище.,1
930,Веднъж се изгубих в гората.,Беше много горещо.,Скоро наистина изпитах жажда.,Чувствах се сякаш ще умра.,За щастие приятелите ми ме намериха.,Почти умрях от измръзване.,1
931,Лора имаше страст към изкуството.,Тя рисуваше всеки ден след училище.,Един ден нарисува автопортрет на себе си.,"Пуснала го е онлайн, за да го видят всички.",Лора обичаше да показва на хората изкуството си.,Лора никога повече не рисува.,1
932,"Джейсън винаги се е възхищавал на бързите движения на боксьорите, които е виждал по телевизията.",Започна да тренира за боксьор в свободното си време.,Упражнявал се е в удари и скачане на въже с часове всеки ден.,Най-накрая стана велик боксьор.,Той спечели първия си мач с нокаут.,Неговите мачове бяха много вълнуващи.,1
933,Децата ни имаха две дни почивка от училище.,Затова решихме да направим забавно пътуване до Голямата вълча ложа.,Децата се забавляват да плуват в аквапарка.,След плуването си хапнахме пица и си разказахме истории.,Заклехме се никога да не се връщаме в Ложата на Великия Вълк.,Всички си прекарахме добре.,2
934,Том беше на спирката за автобуси през уикенда.,До него стоеше един висок джентълмен.,Изведнъж започна да крещи.,На Том и всички около него им стана малко неудобно.,Високият господин помоли Том за чаша вода.,Том го попита какъв е проблемът.,2
935,Али отслабна с 15 кг.,"Лекарят й каза, че трябва да отслабне още 10.",Ако загуби още 10 той ще направи отстраняване на кожата.,Али се е придържала към диета и е тренирала.,Али успя да свали 10 паунда и да си отстрани кожата.,"Али си върна теглото, което беше загубила.",1
936,Джени беше пристрастена към изпращането на съобщения.,"Джени пишеше съобщения, докато шофираше.","Докато Джени отговаряше на съобщение, тя откъсна очи от пътя.","Джени чула клаксона и разбрала, че е на грешната страна на пътя.",Джени продължи да кара направо.,Джени едва не се е ударила в катастрофа.,2
937,Ел искаше нова кола.,Отиде в дилъра и избра перфектната.,Дилера й помогна да изготви план за плащане.,Всеки месец Ел плаща 500 долара за цената на колата.,Ел мразеше шофирането.,Ел беше много отговорна.,2
938,Джей имаше проблеми с колата.,Той се заби в гаража.,"Страхувал се, че ремонтът ще се окаже скъп.",Но механикът му даде добри новини.,"Каза на Джей, че ремонтът ще струва 9 хиляди долара.","Механикът каза на Джей, че това е само малък ремонт.",2
939,"Нед се разхождаше в гората, когато видя козина под едно дърво.","Кълбото започна да се движи, после излъчи малки викове.","Нед се приближи и видя, че това е куп малки бебета опосум.",Обади се на местната служба за спасяване на дивата природа и съобщи за бебето опосум.,Нед отиде в фитнеса след работа.,"Той изчака, докато спасителната група пристигне, за да спаси бебетата опосум.",2
940,Приятелят на Дон му свали панталоните пред класа.,"Дон беше ядосан и смутен, че е бил разкрит по този начин.","Дон реши, че този приятел вече не е негов приятел.",Срамът и смущението на Дон нараснаха.,Дон се смее на това преживяване.,Дон никога не е прощавал на приятеля си.,2
941,Един ден излязох навън и кучето ми го нямаше.,Паникьосах се.,Нямах представа къде е.,Изведнъж съседът ми ми се обади от съседната врата.,Съседът ми взе кучето.,Дадох кучето си на съседа.,1
942,Срещнах съпруга си в Костко.,Нарисуваше рога на снимката ми и флиртуваше диво.,"Не знам защо се съгласих на среща, но го направих.",Пет години по-късно се оженихме.,Не го обичам.,В крайна сметка имахме деца.,2
