" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ne";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Ons besef dat 'n duur verandering in NORAD se verdedigingsposisie om die gevaar van selfmoordkapers te hanteer, voordat so 'n bedreiging ooit werklik besef is;"n moeilike verkoop sou gewees het. 
Hipotese:  Dit is baie duur om NORAD se verdedigingsposisie te verander. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Ons besef dat 'n duur verandering in NORAD se verdedigingsposisie om die gevaar van selfmoordkapers te hanteer, voordat so 'n bedreiging ooit werklik besef is;"n moeilike verkoop sou gewees het. 
Hipotese:  NORAD is altyd op maksimum gereedheid vir enige bedreiging. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Of dit nou 'n literêre onderwerp is;"n geesteswetenskaplike kwessie, of 'n belangrike persoon in die geskiedenis - elke toneelstuk het 'n direkte verband met die leerplan in die klaskamer. 
Hipotese:  Elke toneelstuk kan verband hou met wat studente op skool leer. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Of dit nou 'n literêre onderwerp is;"n geesteswetenskaplike kwessie, of 'n belangrike persoon in die geskiedenis - elke toneelstuk het 'n direkte verband met die leerplan in die klaskamer. 
Hipotese:  Speletjies staan op hul eie en het geen toepassing in die skool nie. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
"  In November het ons briewe gestuur om 'n storie oor die Boys &amp; Girls Club";"n wonderlike, positiewe plek vir kinders en jeug in ons gemeenskap, met julle te deel. 
Hipotese:  Ons het verlede jaar nie briewe uitgestuur nie. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
"  In November het ons briewe gestuur om 'n storie oor die Boys &amp; Girls Club";"n wonderlike, positiewe plek vir kinders en jeug in ons gemeenskap, met julle te deel. 
Hipotese:  Ons stuur briewe in November uit. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ne";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ne";;
" 
Ne";;
" 
Ne";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Ek het my debuut in Indianapolis as 'n toneelregisseur 'n maand gelede gemaak met Inherit the Wind;"n klassieke Amerikaanse toneelstuk, wat deur meer as 5 500 junior- en hoërskoolleerlinge bygewoon is. 
Hipotese:  Ek het nog nooit as 'n toneelregisseur gewerk nie. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Ek het my debuut in Indianapolis as 'n toneelregisseur 'n maand gelede gemaak met Inherit the Wind;"n klassieke Amerikaanse toneelstuk, wat deur meer as 5 500 junior- en hoërskoolleerlinge bygewoon is. 
Hipotese:  Verskeie duisende hoërskoolleerlinge het 'n toneelstuk bygewoon wat ek geregisseer het. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Neeg";;
" 
Neeg";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Yes";;
" 
No";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ne";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Lawrence Singleton;"n berugte verkrachter wat sy slagoffer se voorarms afgekap het en daarna net agt jaar in die tronk deurgebring het, is in hegtenis geneem weens die doodslag van 'n ander vrou in Florida. 
Hipotese:  Dit was vir almal duidelik dat sy tyd in die tronk hom heeltemal herstel het. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Lawrence Singleton;"n berugte verkrachter wat sy slagoffer se voorarms afgekap het en daarna net agt jaar in die tronk deurgebring het, is in hegtenis geneem weens die doodslag van 'n ander vrou in Florida. 
Hipotese:  Mnr Singleton is 'n veroordeelde verkrachter in Florida. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Neeg";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Neeg";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Neeg";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Pamela Harriman, die Amerikaanse ambassadeur in Frankryk;"n legendariese Demokratiese Party-finansier, en die vrou en minnaar van groot manne van die 20ste eeu, het op 76 jaar aan 'n breinbloeding gesterf. 
Hipotese:  Harriman was al baie keer getroud. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Pamela Harriman, die Amerikaanse ambassadeur in Frankryk;"n legendariese Demokratiese Party-finansier, en die vrou en minnaar van groot manne van die 20ste eeu, het op 76 jaar aan 'n breinbloeding gesterf. 
Hipotese:  Harriman was 'n man wat die Amerikaanse ambassadeur in China was. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Inteendeel;"n regering se aanbod van geld is nie dwang nie - en is nie eens op die afstand vergelykbaar met wat in China aangaan nie. 
Hipotese:  Die regering kan geld aanbied sonder dat dit as' n omkoopgeskenk beskou word. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Inteendeel;"n regering se aanbod van geld is nie dwang nie - en is nie eens op die afstand vergelykbaar met wat in China aangaan nie. 
Hipotese:  Die regering is duidelik omkoopgeld mense as hulle enige geld gee 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Neeg";;
" 
Neeg";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ne";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Yes";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ne";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ne";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Yes";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ne";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" ""Ek is 'n wetsvervalser";"n berghond!"" 
Hipotese:  Met ander woorde, dit beteken dat ek die wet te alle tye gehoorsaam. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" ""Ek is 'n wetsvervalser";"n berghond!"" 
Hipotese:  Dit is 'n manier om te sê dat ek 'n wetslose persoon is. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Yes";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Gonsende was 'n nuuskierige term vir hard vroulike gelag;"n slegte werker is genoem sy verskoning kan goed wees, Ou Laurence het vandag het my! 
Hipotese:  Gekraak verwys na 'n baba se lag. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Gonsende was 'n nuuskierige term vir hard vroulike gelag;"n slegte werker is genoem sy verskoning kan goed wees, Ou Laurence het vandag het my! 
Hipotese:  Hulle het die vrou se harde lag 'n naam gegee. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
No";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Byvoorbeeld;"n programvoorsitter het 'n paar lofprysende inleidende opmerkings oor 'n.. 
Hipotese:  'n Voorsitter van die program het 'n paar inleidende opmerkings voorberei. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Byvoorbeeld;"n programvoorsitter het 'n paar lofprysende inleidende opmerkings oor 'n.. 
Hipotese:  Niemand het enige inleidende opmerkings voorberei nie. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Om maar een ding te noem;"n cliché kan gedefinieer word as 'n verbeeldingryke uitdrukking wat deur herhaling sy verbeelding verloor het. 
Hipotese:  Klichés is 'n sekere soort uitdrukking. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Om maar een ding te noem;"n cliché kan gedefinieer word as 'n verbeeldingryke uitdrukking wat deur herhaling sy verbeelding verloor het. 
Hipotese:  Kletsers is heerlike kos. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Dit lyk of dit 'n middelpunt tussen politeïsme en monoteïsme is;"n nuttige begrip wat 'n ontbrekende skakel in die evolusionêre proses voorsien. 
Hipotese:  Dit hou beslis niks met politeïsme en monoteïsme te doen nie. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Dit lyk of dit 'n middelpunt tussen politeïsme en monoteïsme is;"n nuttige begrip wat 'n ontbrekende skakel in die evolusionêre proses voorsien. 
Hipotese:  Dit is die ontbrekende skakel tussen politeïsme en monoteïsme. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Ek put groot genot daaruit om ou uitgawes van sulke tydskrifte te lees;"n taamlik formidabele vooruitsig wanneer jy in ag neem dat elke jaar twee volumes van ongeveer 400 bladsye elk uitmaak. 
Hipotese:  Ek geniet dit om ou uitgawes te lees. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Ek put groot genot daaruit om ou uitgawes van sulke tydskrifte te lees;"n taamlik formidabele vooruitsig wanneer jy in ag neem dat elke jaar twee volumes van ongeveer 400 bladsye elk uitmaak. 
Hipotese:  Ek lees net die huidige uitgawes. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
  Die Auld-alliansie;"n verdrag van ooreenkoms tussen Frankryk en Skotland, is gebore. 
Hipotese:  Frankryk en Skotland het 'n verdrag wat bekend staan as die Ou Alliansie. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
  Die Auld-alliansie;"n verdrag van ooreenkoms tussen Frankryk en Skotland, is gebore. 
Hipotese:  Japan en Swede is lede van die Ou Alliansie. 
Bevat die uitgangspunt die hipotese?  
Kies tussen ja of nee. 
Antwoord: 
Ja";
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
" 
Ja";;
